task_id,suite,task_name,instruction,episode,episode_seed,success,n_steps,max_steps,timeout,distractor_density,n_distractors,n_pick_targets,n_grasp_attempts,n_gripper_close_events,n_close_commands,time_to_first_close,frac_closed,path_length,min_target_dist,final_target_dist,time_to_min_pick_dist,min_place_dist,final_place_dist,min_eef_place_dist,final_eef_place_dist,pick_displacement,eef_z_min,eef_z_max,nearest_at_first_close,correct_object_at_first_close,likely_recovery,success_video_gated,frame_path,fail_frame_path,success_video_path
libero_object_1,libero_object,pick up the cream cheese and place it in the basket,Pick the cream cheese and place it in the basket,43,1043,1,135,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0611,0.0251,0.0759,67,0.0515,0.0515,0.0998,0.1272,0.3711,0.0097,0.247,,,0,0,,,
libero_object_1,libero_object,pick up the cream cheese and place it in the basket,Pick the cream cheese and place it in the basket,44,1044,1,121,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9496,0.0074,0.059,53,0.0735,0.0735,0.1162,0.1291,0.3681,0.009,0.2611,,,0,0,,,
libero_object_1,libero_object,pick up the cream cheese and place it in the basket,Pick the cream cheese and place it in the basket,45,1045,1,122,280,0,0.7142857142857143,5,1,0,0,2,,0.0,0.9884,0.0224,0.0903,45,0.0714,0.0714,0.1169,0.1517,0.3705,0.009,0.2572,,,0,0,,,
libero_object_1,libero_object,pick up the cream cheese and place it in the basket,Pick the cream cheese and place it in the basket,46,1046,1,144,280,0,0.7142857142857143,5,1,0,0,3,,0.0,0.9903,0.0255,0.1063,39,0.0815,0.0815,0.1295,0.1722,0.3771,0.009,0.2566,,,0,0,,,
libero_object_1,libero_object,pick up the cream cheese and place it in the basket,Pick the cream cheese and place it in the basket,47,1047,1,125,280,0,0.7142857142857143,5,1,0,0,2,,0.0,0.9684,0.0256,0.0797,42,0.0501,0.0501,0.1103,0.1283,0.3717,0.0093,0.2529,,,0,0,,,
libero_object_1,libero_object,pick up the cream cheese and place it in the basket,Pick the cream cheese and place it in the basket,48,1048,1,118,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0064,0.0215,0.1327,53,0.0129,0.0129,0.1141,0.14,0.3638,0.0092,0.2809,,,0,0,,,
libero_object_1,libero_object,pick up the cream cheese and place it in the basket,Pick the cream cheese and place it in the basket,49,1049,1,117,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0327,0.0318,0.0766,41,0.0654,0.0654,0.1232,0.1385,0.38,0.0093,0.2556,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,0,1000,1,111,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9409,0.0419,0.0431,44,0.0687,0.0687,0.1114,0.1114,0.3737,0.1134,0.3181,,,0,0,outputs/custom_eval_recovery/libero_object/frames/libero_object_2_initial.jpg,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,1,1001,1,117,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9749,0.0432,0.0532,46,0.0675,0.0675,0.1202,0.1202,0.362,0.114,0.3324,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,2,1002,1,104,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.851,0.052,0.0528,55,0.0665,0.0665,0.1172,0.1172,0.3782,0.1245,0.299,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,3,1003,1,113,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9483,0.0418,0.043,45,0.0701,0.0701,0.1127,0.1127,0.3752,0.1134,0.3168,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,4,1004,1,106,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9138,0.0449,0.0457,56,0.0728,0.0728,0.1169,0.1169,0.3559,0.1178,0.3268,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,5,1005,1,114,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9903,0.043,0.0449,45,0.0708,0.0708,0.1154,0.1154,0.3826,0.1134,0.3233,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,6,1006,1,110,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9495,0.0426,0.0443,44,0.0718,0.0718,0.1152,0.1152,0.3762,0.1135,0.3104,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,7,1007,1,106,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9067,0.0411,0.0423,39,0.0654,0.0654,0.1076,0.1076,0.3721,0.1123,0.3126,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,8,1008,1,107,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9133,0.0413,0.0423,40,0.0665,0.0665,0.1085,0.1085,0.3715,0.1126,0.3163,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,9,1009,1,112,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9652,0.0415,0.043,45,0.0658,0.0658,0.1078,0.1078,0.3635,0.1121,0.3079,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,10,1010,1,110,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9699,0.0421,0.0436,41,0.0672,0.0672,0.1106,0.1106,0.3671,0.1129,0.3257,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,11,1011,1,112,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9471,0.0417,0.0431,41,0.0664,0.0664,0.1083,0.1083,0.3703,0.113,0.322,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,12,1012,1,107,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9427,0.0412,0.0423,41,0.0696,0.0696,0.1099,0.1099,0.3785,0.1123,0.3031,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,13,1013,1,109,280,0,0.7142857142857143,5,1,0,0,2,,0.0,0.9273,0.0412,0.0422,44,0.0661,0.0661,0.1082,0.1082,0.3709,0.1125,0.312,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,14,1014,1,115,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9894,0.0428,0.0442,45,0.0675,0.0675,0.1112,0.1112,0.3683,0.1137,0.3233,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,15,1015,1,111,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9454,0.0414,0.0425,44,0.0681,0.0681,0.1103,0.1103,0.3816,0.1126,0.3106,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,16,1016,1,113,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9435,0.0419,0.0433,44,0.071,0.071,0.1135,0.1135,0.3652,0.1133,0.3256,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,17,1017,1,107,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9198,0.0417,0.0427,42,0.0669,0.0669,0.109,0.109,0.3658,0.113,0.3029,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,18,1018,1,118,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0178,0.0425,0.0437,48,0.0709,0.0709,0.1137,0.1137,0.3709,0.1132,0.325,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,19,1019,1,110,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9338,0.0414,0.0425,43,0.0695,0.0695,0.1114,0.1114,0.3827,0.1128,0.305,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,20,1020,1,112,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9208,0.0422,0.0429,58,0.0673,0.0673,0.1088,0.1088,0.3885,0.1135,0.3054,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,21,1021,1,115,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0014,0.0424,0.0439,45,0.0686,0.0686,0.112,0.112,0.368,0.1127,0.3209,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,22,1022,1,108,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.8877,0.0418,0.0427,46,0.0694,0.0694,0.1094,0.1094,0.3763,0.113,0.2912,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,23,1023,1,108,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9123,0.0412,0.0423,39,0.0674,0.0674,0.1096,0.1096,0.3766,0.1124,0.3152,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,24,1024,1,115,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0075,0.0422,0.0438,44,0.0703,0.0703,0.114,0.114,0.3684,0.1128,0.3257,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,25,1025,1,113,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.957,0.0415,0.0428,43,0.0704,0.0704,0.1121,0.1121,0.3724,0.1127,0.3232,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,26,1026,1,105,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9553,0.0414,0.0425,39,0.0667,0.0667,0.1092,0.1092,0.3755,0.1125,0.3217,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,27,1027,1,116,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9896,0.0427,0.0441,46,0.0654,0.0654,0.1089,0.1089,0.3648,0.1135,0.3198,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,28,1028,1,125,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.0383,0.0419,0.0511,45,0.0669,0.0669,0.1143,0.1166,0.3805,0.112,0.3296,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,29,1029,1,113,280,0,0.7142857142857143,5,1,0,0,2,,0.0,0.9904,0.0417,0.0437,42,0.0693,0.0693,0.1125,0.1125,0.3728,0.1127,0.3298,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,30,1030,1,106,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9095,0.0415,0.0423,57,0.0667,0.0667,0.1089,0.1089,0.3615,0.1127,0.325,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,31,1031,1,120,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0061,0.0431,0.0535,45,0.0651,0.0651,0.1159,0.1171,0.3767,0.1137,0.3315,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,32,1032,1,122,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.013,0.0417,0.0781,45,0.0481,0.0481,0.1252,0.1252,0.3769,0.1117,0.3244,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,33,1033,1,110,280,0,0.7142857142857143,5,1,0,0,2,,0.0,0.9668,0.0411,0.0425,43,0.0697,0.0697,0.1111,0.1111,0.385,0.1119,0.3027,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,34,1034,1,108,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9123,0.0412,0.0422,40,0.0689,0.0689,0.1099,0.1099,0.3653,0.1124,0.3155,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,35,1035,1,115,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0053,0.0429,0.0447,45,0.0688,0.0688,0.1133,0.1133,0.3835,0.1135,0.3255,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,36,1036,1,108,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9645,0.0415,0.0432,39,0.0692,0.0692,0.1098,0.1098,0.379,0.1121,0.3141,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,37,1037,1,111,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.954,0.0427,0.0441,44,0.0724,0.0724,0.1155,0.1155,0.3719,0.1136,0.3151,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,38,1038,1,119,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9921,0.0428,0.0872,43,0.0415,0.0415,0.1193,0.1273,0.3759,0.1134,0.3198,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,39,1039,1,109,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9646,0.0412,0.0423,42,0.0698,0.0698,0.1105,0.1105,0.3822,0.112,0.3038,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,40,1040,1,113,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.978,0.0422,0.044,42,0.07,0.07,0.1135,0.1135,0.3853,0.1136,0.3196,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,41,1041,1,108,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9009,0.0413,0.0426,42,0.0688,0.0688,0.1111,0.1111,0.3706,0.1127,0.3004,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,42,1042,1,112,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0041,0.0417,0.0436,41,0.0691,0.0691,0.1122,0.1122,0.3849,0.1128,0.3236,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,43,1043,1,108,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9685,0.0413,0.0429,39,0.0667,0.0667,0.1092,0.1092,0.379,0.1121,0.3139,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,44,1044,1,111,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9625,0.0419,0.0436,40,0.0675,0.0675,0.1095,0.1095,0.3918,0.1132,0.3208,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,45,1045,1,105,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.941,0.0413,0.0426,40,0.0632,0.0632,0.1057,0.1057,0.3668,0.1126,0.3131,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,46,1046,1,114,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.997,0.0427,0.0443,45,0.0663,0.0663,0.1103,0.1103,0.3882,0.1137,0.32,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,47,1047,1,109,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9185,0.0414,0.0427,41,0.067,0.067,0.1091,0.1091,0.3839,0.1127,0.3031,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,48,1048,1,115,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0048,0.0425,0.0443,45,0.0695,0.0695,0.1136,0.1136,0.3692,0.1134,0.3235,,,0,0,,,
libero_object_2,libero_object,pick up the salad dressing and place it in the basket,Pick the salad dressing and place it in the basket,49,1049,1,115,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9987,0.0434,0.0455,46,0.0664,0.0664,0.1112,0.1112,0.3788,0.1141,0.3232,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,0,1000,1,168,280,0,0.7142857142857143,5,1,1,1,2,56,0.119,1.2654,0.0205,0.0653,101,0.0612,0.0612,0.1019,0.1236,0.3432,0.068,0.278,bbq_sauce_1,1,1,1,outputs/custom_eval_recovery/libero_object/frames/libero_object_3_initial.jpg,,outputs/custom_eval_recovery/libero_object/videos/successes/libero_object_3_ep0_ok.mp4
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,1,1001,1,121,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9772,0.0205,0.0703,49,0.0432,0.0432,0.1014,0.1125,0.353,0.0703,0.2907,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,2,1002,1,128,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.0081,0.0186,0.1132,56,0.0411,0.0411,0.1285,0.1489,0.3484,0.0711,0.305,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,3,1003,1,156,280,0,0.7142857142857143,5,1,1,1,3,63,0.0769,1.1933,0.016,0.0212,92,0.0726,0.0726,0.0922,0.0922,0.3564,0.0599,0.2872,bbq_sauce_1,1,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,4,1004,1,124,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9797,0.0261,0.0672,68,0.0569,0.0569,0.1181,0.1218,0.3376,0.0711,0.282,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,5,1005,1,119,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.977,0.0197,0.0675,49,0.07,0.07,0.1217,0.136,0.3672,0.071,0.2937,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,6,1006,1,126,280,0,0.7142857142857143,5,1,0,0,2,,0.0,1.0577,0.0209,0.0654,65,0.0422,0.0422,0.0924,0.1067,0.3886,0.0742,0.3136,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,7,1007,1,122,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0055,0.0191,0.0333,48,0.0665,0.0665,0.0974,0.0992,0.3864,0.0712,0.3072,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,8,1008,1,159,280,0,0.7142857142857143,5,1,1,1,2,56,0.1132,1.1838,0.0188,0.0239,90,0.0725,0.0725,0.0944,0.0944,0.3576,0.0697,0.2882,bbq_sauce_1,1,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,9,1009,1,132,280,0,0.7142857142857143,5,1,1,1,1,70,0.4697,0.946,0.0517,0.0957,76,0.0514,0.0514,0.1441,0.146,0.3759,0.107,0.3104,bbq_sauce_1,1,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,10,1010,1,124,280,0,0.7142857142857143,5,1,0,0,2,,0.0,0.9969,0.0229,0.0513,58,0.0627,0.0627,0.1058,0.1131,0.3552,0.0705,0.2881,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,11,1011,1,217,280,0,0.7142857142857143,5,1,2,2,3,61,0.1889,1.4028,0.0175,0.0755,138,0.0717,0.0717,0.1187,0.1459,0.3644,0.0666,0.2918,bbq_sauce_1,1,1,1,,,outputs/custom_eval_recovery/libero_object/videos/successes/libero_object_3_ep11_ok.mp4
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,12,1012,1,127,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0136,0.0209,0.0706,54,0.0677,0.0677,0.1172,0.1321,0.369,0.071,0.3,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,13,1013,1,164,280,0,0.7142857142857143,5,1,1,1,4,60,0.1098,1.2035,0.0167,0.0667,91,0.0477,0.0477,0.1022,0.1106,0.3618,0.0685,0.3049,bbq_sauce_1,1,1,1,,,outputs/custom_eval_recovery/libero_object/videos/successes/libero_object_3_ep13_ok.mp4
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,14,1014,1,116,280,0,0.7142857142857143,5,1,1,1,1,55,0.5345,0.9528,0.0279,0.0817,48,0.0512,0.0512,0.1062,0.1161,0.3351,0.0695,0.3007,bbq_sauce_1,1,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,15,1015,1,121,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.975,0.0231,0.058,48,0.0687,0.0687,0.117,0.1233,0.36,0.0685,0.2929,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,16,1016,1,127,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0137,0.0185,0.0645,55,0.0538,0.0538,0.1073,0.1176,0.3573,0.0716,0.2941,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,17,1017,1,129,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0272,0.023,0.0588,56,0.069,0.069,0.1211,0.1252,0.3665,0.0658,0.2965,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,18,1018,1,123,280,0,0.7142857142857143,5,1,1,1,2,66,0.4715,0.9969,0.0275,0.0803,54,0.0416,0.0416,0.1066,0.1112,0.3411,0.0687,0.3031,bbq_sauce_1,1,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,19,1019,1,131,280,0,0.7142857142857143,5,1,1,1,1,62,0.5267,1.0022,0.0479,0.0783,73,0.0656,0.0656,0.1358,0.143,0.3626,0.1022,0.3217,bbq_sauce_1,1,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,20,1020,1,120,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9738,0.0231,0.0637,49,0.0544,0.0544,0.1032,0.1146,0.3494,0.0721,0.2878,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,21,1021,1,116,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9331,0.0258,0.0322,48,0.0694,0.0694,0.0995,0.1013,0.3717,0.0739,0.2717,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,22,1022,1,120,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9897,0.025,0.0672,49,0.0634,0.0634,0.1152,0.1237,0.3715,0.0674,0.2915,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,23,1023,1,167,280,0,0.7142857142857143,5,1,1,1,3,57,0.1257,1.2201,0.019,0.1156,92,0.0194,0.0194,0.1133,0.1345,0.3649,0.0697,0.2966,bbq_sauce_1,1,1,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,24,1024,1,119,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9579,0.022,0.0677,60,0.0541,0.0541,0.114,0.1171,0.3422,0.0684,0.2847,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,25,1025,1,118,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9638,0.0228,0.0626,50,0.0673,0.0673,0.1214,0.1273,0.3608,0.0688,0.2941,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,26,1026,1,125,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0174,0.0194,0.1036,51,0.0572,0.0572,0.1188,0.1503,0.3625,0.0731,0.3161,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,27,1027,1,168,280,0,0.7142857142857143,5,1,1,1,2,59,0.1131,1.1962,0.0204,0.0278,95,0.0731,0.0731,0.0975,0.0988,0.3503,0.0604,0.2918,bbq_sauce_1,1,1,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,28,1028,1,124,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9653,0.0344,0.0958,63,0.0395,0.0395,0.1175,0.1349,0.3716,0.0849,0.3006,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,29,1029,1,125,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0009,0.0217,0.0583,57,0.0674,0.0674,0.1151,0.1243,0.3702,0.0701,0.2962,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,30,1030,1,153,280,0,0.7142857142857143,5,1,2,2,2,56,0.1438,1.1593,0.0193,0.0245,87,0.0691,0.0691,0.0899,0.0899,0.3619,0.0643,0.2858,bbq_sauce_1,1,1,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,31,1031,1,121,280,0,0.7142857142857143,5,1,0,0,1,,0.0,1.0042,0.0181,0.0678,47,0.0672,0.0672,0.1194,0.1338,0.3672,0.0686,0.3169,,,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,32,1032,1,170,280,0,0.7142857142857143,5,1,1,1,2,60,0.1059,1.1935,0.021,0.0536,94,0.0564,0.0564,0.102,0.1053,0.3525,0.0622,0.2957,bbq_sauce_1,1,1,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,33,1033,1,114,280,0,0.7142857142857143,5,1,1,1,1,57,0.5088,0.9561,0.0254,0.0645,48,0.0559,0.0559,0.1055,0.1128,0.3436,0.0695,0.3019,bbq_sauce_1,1,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,34,1034,1,130,280,0,0.7142857142857143,5,1,1,1,1,63,0.5154,0.9596,0.0557,0.0947,73,0.0699,0.0699,0.1502,0.1621,0.3535,0.1097,0.312,bbq_sauce_1,1,0,0,,,
libero_object_3,libero_object,pick up the bbq sauce and place it in the basket,Pick the bbq sauce and place it in the basket,35,1035,1,124,280,0,0.7142857142857143,5,1,0,0,1,,0.0,0.9914,0.0203,0.0997,61,0.0567,0.0567,0.1242,0.1466,0.3708,0.0737,0.3049,,,0,0,,,
